LCSC,Ref,Status,Detail
C85047,Q_DATA1,MODEL-REG-OK,body on courtyard (0.09mm)
C85047,Q_DATA2,MODEL-REG-OK,body on courtyard (0.09mm)
C85047,Q_DATA3,MODEL-REG-OK,body on courtyard (0.09mm)
C85047,Q_DATA4,MODEL-REG-OK,body on courtyard (0.09mm)
C77036,C_AGG_DVDT,MODEL-REG-OK,body on courtyard (0.00mm)
C77036,C_AGG_TIMER,MODEL-REG-OK,body on courtyard (0.00mm)
C15269,L_MAIN,MODEL-REG-OK,body on courtyard (0.00mm)
C19271634,C_CTRL_VUSB,MODEL-REG-OK,body on courtyard (0.00mm)
C105871,R_I2C_SCL,MODEL-REG-OK,body on courtyard (0.00mm)
C105871,R_I2C_SDA,MODEL-REG-OK,body on courtyard (0.00mm)
C861404,R_AGG_OV_BOT,MODEL-REG-OK,body on courtyard (0.00mm)
C6053,U_AND_DATA,MODEL-REG-OK,body on courtyard (0.00mm)
C6053,U_AND_PWR,MODEL-REG-OK,body on courtyard (0.00mm)
C5248536,U_BUCK,MODEL-REG-OK,body on courtyard (0.00mm)
C1985204,Y_HUB,MODEL-REG-OK,body on courtyard (0.00mm)
C503996,J_PORT1,MODEL-REG-OK,body on courtyard (0.37mm)
C503996,J_PORT2,MODEL-REG-OK,body on courtyard (0.37mm)
C503996,J_PORT3,MODEL-REG-OK,body on courtyard (0.37mm)
C503996,J_PORT4,MODEL-REG-OK,body on courtyard (0.37mm)
C640876,U_CTRL,MODEL-REG-OK,body on courtyard (0.00mm)
C558584,U_EXP,MODEL-REG-OK,body on courtyard (0.00mm)
C130056,U_PWR1,MODEL-REG-OK,body on courtyard (0.00mm)
C130056,U_PWR2,MODEL-REG-OK,body on courtyard (0.00mm)
C130056,U_PWR3,MODEL-REG-OK,body on courtyard (0.00mm)
C130056,U_PWR4,MODEL-REG-OK,body on courtyard (0.00mm)
C130056,U_PWR_CTRL,MODEL-REG-OK,body on courtyard (0.00mm)
C2864845,U_AGG,MODEL-REG-OK,body on courtyard (0.00mm)
C478081,U_HUB,MODEL-REG-OK,body on courtyard (0.00mm)
